,structure,mean wt CN_1,std_dev wt CN_1,mean sgl_bd CN_1,std_dev sgl_bd CN_1,mean wt CN_2,std_dev wt CN_2,mean L-shaped CN_2,std_dev L-shaped CN_2,mean water-like CN_2,std_dev water-like CN_2,mean bent 120 degrees CN_2,std_dev bent 120 degrees CN_2,mean bent 150 degrees CN_2,std_dev bent 150 degrees CN_2,mean linear CN_2,std_dev linear CN_2,mean wt CN_3,std_dev wt CN_3,mean trigonal planar CN_3,std_dev trigonal planar CN_3,mean trigonal non-coplanar CN_3,std_dev trigonal non-coplanar CN_3,mean T-shaped CN_3,std_dev T-shaped CN_3,mean wt CN_4,std_dev wt CN_4,mean square co-planar CN_4,std_dev square co-planar CN_4,mean tetrahedral CN_4,std_dev tetrahedral CN_4,mean rectangular see-saw-like CN_4,std_dev rectangular see-saw-like CN_4,mean see-saw-like CN_4,std_dev see-saw-like CN_4,mean trigonal pyramidal CN_4,std_dev trigonal pyramidal CN_4,mean wt CN_5,std_dev wt CN_5,mean pentagonal planar CN_5,std_dev pentagonal planar CN_5,mean square pyramidal CN_5,std_dev square pyramidal CN_5,mean trigonal bipyramidal CN_5,std_dev trigonal bipyramidal CN_5,mean wt CN_6,std_dev wt CN_6,mean hexagonal planar CN_6,std_dev hexagonal planar CN_6,mean octahedral CN_6,std_dev octahedral CN_6,mean pentagonal pyramidal CN_6,std_dev pentagonal pyramidal CN_6,mean wt CN_7,std_dev wt CN_7,mean hexagonal pyramidal CN_7,std_dev hexagonal pyramidal CN_7,mean pentagonal bipyramidal CN_7,std_dev pentagonal bipyramidal CN_7,mean wt CN_8,std_dev wt CN_8,mean body-centered cubic CN_8,std_dev body-centered cubic CN_8,mean hexagonal bipyramidal CN_8,std_dev hexagonal bipyramidal CN_8,mean wt CN_9,std_dev wt CN_9,mean q2 CN_9,std_dev q2 CN_9,mean q4 CN_9,std_dev q4 CN_9,mean q6 CN_9,std_dev q6 CN_9,mean wt CN_10,std_dev wt CN_10,mean q2 CN_10,std_dev q2 CN_10,mean q4 CN_10,std_dev q4 CN_10,mean q6 CN_10,std_dev q6 CN_10,mean wt CN_11,std_dev wt CN_11,mean q2 CN_11,std_dev q2 CN_11,mean q4 CN_11,std_dev q4 CN_11,mean q6 CN_11,std_dev q6 CN_11,mean wt CN_12,std_dev wt CN_12,mean cuboctahedral CN_12,std_dev cuboctahedral CN_12,mean q2 CN_12,std_dev q2 CN_12,mean q4 CN_12,std_dev q4 CN_12,mean q6 CN_12,std_dev q6 CN_12,mean wt CN_13,std_dev wt CN_13,mean wt CN_14,std_dev wt CN_14,mean wt CN_15,std_dev wt CN_15,mean wt CN_16,std_dev wt CN_16,mean wt CN_17,std_dev wt CN_17,mean wt CN_18,std_dev wt CN_18,mean wt CN_19,std_dev wt CN_19,mean wt CN_20,std_dev wt CN_20,mean wt CN_21,std_dev wt CN_21,mean wt CN_22,std_dev wt CN_22,mean wt CN_23,std_dev wt CN_23,mean wt CN_24,std_dev wt CN_24
34,P2Se5_14,0.2594177609518544,0.2597663524373964,0.2594177609518544,0.2597663524373964,0.5830842290873088,0.34174070852677135,0.31905572380242103,0.19791433838874103,0.5695245800025571,0.3431565652016492,0.271152008189993,0.16426561669138795,0.0035488384974691673,0.002833468158509491,0.0006819132196065067,0.0004810470799965132,0.15749800996083665,0.2517226212017493,0.035459902240814564,0.05655005633956063,0.1259334224810564,0.20015514029265175,0.053999730365390596,0.08619896476847613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,P4S5_11,0.18975294931210504,0.11180547697662123,0.18975294931210504,0.11180547697662123,0.8102470506878948,0.11180547697662124,0.2799886575405299,0.10526082757708193,0.7532271431846981,0.09150409278258913,0.533706370331176,0.1795297513330051,0.01587799349398468,0.01838107018520247,0.002457159149697708,0.0024361930789141397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,P4S7_14,0.2857391013797655,0.37288151677347164,0.2857391013797655,0.37288151677347164,0.45816371500777164,0.42389971878062704,0.21040364471203057,0.21330890275055492,0.44210055816070537,0.40629174178472344,0.2510980669405407,0.25704616632626276,0.004925731068092549,0.00845221101805895,0.0008380775673166922,0.001259304958433332,0.08098758513083343,0.1695723991586146,0.016395481450932822,0.033640158417753634,0.06592933161862292,0.13766324286541337,0.025858451814757454,0.05445370203787956,0.17510959848162944,0.37146721058774756,0.03748428816877227,0.0796168024054369,0.1716881329895513,0.36420729962945747,0.01800868144313704,0.038517326195231544,0.05885526373896548,0.12487088010696712,0.060408143711827005,0.12816262471071896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,P4S9_14,0.3534148808475581,0.39987556844411853,0.3534148808475581,0.39987556844411853,0.40433112167167173,0.43310676372977297,0.09411581643804835,0.10304728467390066,0.36357754131791375,0.39119293531264726,0.31348100579137456,0.33528717087512544,0.00951911763516972,0.010293760711311738,0.0014730303937668067,0.00158560436985245,0.01911404798532759,0.06605876613442531,0.006066065400581017,0.020950916542446338,0.018902409444014633,0.06532583472223828,0.003720234501612127,0.012862059219950664,0.22313994949544266,0.4073975987732593,0.019687281202120436,0.03597273554124041,0.22287814801471414,0.40691926138774487,0.002022944258666051,0.003704242498485533,0.055365722881163704,0.10110877128109562,0.05784822178609276,0.10564082277806801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,P4Se5_33,0.2752150326960586,0.34852439248274436,0.2752150326960586,0.34852439248274436,0.4459285430108157,0.3472394623184036,0.2967462769515696,0.304472528604605,0.35120498436091513,0.2676457326226989,0.1569069033595735,0.15011596828568985,0.0026920375841347466,0.004081614214012046,0.0004721141104842163,0.0006332059221633499,0.2103312688820439,0.27163325931212867,0.05583720837154386,0.0689740822428947,0.15400926669604637,0.19409610763018784,0.07980821814545604,0.11005674025242296,0.06852515541108174,0.18492370040177578,0.023123614986113372,0.06195853958803793,0.060652512152711203,0.16806186084539648,0.022087783162669992,0.058633423468445224,0.029297279688465627,0.07841683031779903,0.029516480685082305,0.07934576817178107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,PO2_15,0.6895074470512859,0.37861407854831636,0.6895074470512859,0.37861407854831636,0.17258459576579074,0.2737906314745148,0.08040758791549225,0.19420732511442404,0.10419359428138757,0.20186578274440034,0.09459485616050937,0.1697126060679435,0.017769746917115414,0.04295617163814612,0.0024031328950670067,0.0057575780593312675,0.0008740722354177104,0.0021410309751072453,0.0005049269838402538,0.0012368134677711493,0.0007393992301396441,0.0018111508300488366,0.00025297601783482403,0.0006196621608565357,0.1370338849475057,0.3356630955926454,0.02499294978813899,0.06121997414794147,0.1160621987615809,0.2842931653913549,0.012540829131914526,0.030718632324621103,0.053661905812447896,0.13144428786578813,0.054979324183014745,0.13467129065144573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,PSe_14,0.17480054836722755,0.21699720973874867,0.17480054836722755,0.21699720973874867,0.5514734577079174,0.3838704110493328,0.38541146853904706,0.3181659618370717,0.47347945247737666,0.3379858313324027,0.1896743210457236,0.17366365502543263,0.0021075360081307627,0.0026084717274677126,0.0004268041424389474,0.0004799894908861733,0.2737259939248551,0.33331345335129714,0.04015494043363092,0.045691370659999724,0.1893331574176392,0.22297168748898002,0.1246374798320743,0.1539824356701576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,PS_15,0.5940136576146233,0.43316087565058076,0.5940136576146233,0.43316087565058076,0.4059863423853766,0.4331608756505808,0.3388091716836862,0.36016009658507225,0.3406245625463477,0.3700167166290134,0.09837409243170822,0.11364108293134394,0.0005439308905000335,0.0007213260280806312,0.0001467275493722476,0.0001819262466304523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Sb2O3_19,0.37167484034881854,0.391207422635518,0.37167484034881854,0.391207422635518,0.49899746572792497,0.43714375309665465,0.20673738817356008,0.3188871562920232,0.21559064451747217,0.2795357840482047,0.2592289394293828,0.34631593042216524,0.07335146034291418,0.13038535772715068,0.010536491688655258,0.01890624149906136,0.09838043761100515,0.2951413128330154,0.00347120916503522,0.010413627495105661,0.022608529237340268,0.0678255877120208,0.04964300361914904,0.1489290108574471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Sb2O3_227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Sb2O3_56,0.7150455009132258,0.40298651726774787,0.7150455009132258,0.40298651726774787,0.2849544990867742,0.40298651726774787,0.19648528933197948,0.27787216098008694,0.045647632061112976,0.06455550035104289,0.0035405142703121323,0.0050070432988509,2.132204340688696e-06,3.015392296352737e-06,2.487282524795844e-06,3.5175486800198767e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Sb2O5_15,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Sb2Se3_62,0.08952642635582063,0.11954131184814396,0.08952642635582063,0.11954131184814396,0.4523174155921826,0.45726853753919533,0.39251902494902635,0.39965452243092603,0.21945265225874994,0.29537923633755525,0.044857287433601914,0.07483553044357294,0.0001644571070925285,0.00031537466544204277,5.4250292306382885e-05,9.720222595218437e-05,0.3104735736441794,0.38322110277409105,0.011962694419920953,0.015080458723652624,0.08700358994568809,0.11265578825233495,0.1503651808065812,0.18465355901647684,0.1476825844078174,0.2953651688156348,0.1408929151619846,0.2817858303239692,0.011474549048875685,0.022949098097751367,0.14185813624197635,0.28371627248395276,0.09487853297711892,0.18975706595423783,0.052580199908516576,0.10516039981703314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Sb2Te_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724387878915022,0.3719286770987992,0.000546129257248551,0.0006264673248859088,0.01154217016259595,0.012759800377187809,0.2647840219800564,0.17027085304566902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,SbBr3_19,0.7153120507084343,0.4130016108834528,0.7153120507084343,0.4130016108834528,0.0348273000994279,0.020117055115973104,0.03205264870617512,0.01855408691186301,0.011405107431175307,0.006633043488737933,0.0013028502828429354,0.0007613477587273557,1.5044852081223807e-06,8.867992012423393e-07,1.0359357122709422e-06,6.065017462017022e-07,0.23681360115372174,0.4101731891215978,0.006618238227801585,0.011463124867146951,0.06090472007772299,0.10549006959537652,0.11745378211925,0.20343591817166592,0.0022265974118413495,0.0038565798453105813,0.0013382238798048997,0.002317871751724033,0.0004659176186579148,0.0008069929876570096,0.0017686840510193985,0.0030634506389023426,0.0018048971034654163,0.003126173485636002,0.001810373118401389,0.003135658221728113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010820450626574815,0.018741570246018073,0.002627693887069422,0.004551299319142396,0.004027612438918343,0.0069760293774029725,0.0055351055687763336,0.009587084070378038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,SbCl3_62,0.6819994970750303,0.4497206240779574,0.6819994970750303,0.4497206240779574,0.3180005029249698,0.4497206240779574,0.3023785293747343,0.42762781721218057,0.22578514114294343,0.3193084087866741,0.04931292566714829,0.06973900827877742,0.00016517746043106228,0.0002335962047399535,5.74315837562249e-05,8.122052465661958e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,SbCl5_194,0.7225148158378779,0.39242331079966897,0.7225148158378779,0.39242331079966897,0.27748518416212203,0.39242331079966897,0.27748518416212203,0.39242331079966897,0.14822146397894,0.20961680459381216,0.024225347098583646,0.0342598144200127,5.05151262097059e-05,7.143917659075468e-05,2.3194419137969322e-05,3.280186211628229e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,SbI3_14,0.7610577531641675,0.41386011159432584,0.7610577531641675,0.41386011159432584,0.11890429468123015,0.20594827962603243,0.10861531174940436,0.18812723842990117,0.09121696166467011,0.1579924121152712,0.02203077185858782,0.03815841618903273,8.689298349834122e-05,0.00015050306224037105,2.770446363666272e-05,4.798553861514426e-05,0.12003795215460242,0.20791183196829338,0.009355296538646474,0.016203848924808948,0.05042560539489326,0.08733971054637442,0.060259557762386694,0.10437261568608527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,SbO2_15,0.5070019899187148,0.4912189160682623,0.5070019899187148,0.4912189160682623,0.0009549282261549504,0.0016539842052819974,0.0006129611628921165,0.0010616798771956486,0.0009248902259543329,0.0016019568627767637,0.0003660640121278636,0.0006340414678279695,3.197361495736984e-06,5.5379925607808766e-06,7.127215967853408e-07,1.2344700172838293e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,SbO2_33,0.6903236878209219,0.3877882801528601,0.6903236878209219,0.3877882801528601,0.15283678002515425,0.2655634175503203,0.02085805169210261,0.023831513209186125,0.07997065068255425,0.1556453420789923,0.12414141808669711,0.2725936034190946,0.010721555502630228,0.02395813308262442,0.001442426337794304,0.003219653813513223,0.0044288646219537665,0.009903242357832527,3.4153829029298515e-05,7.637028340141712e-05,0.0004177926668577706,0.0009342128035948984,0.0022517226205234302,0.005035004845964352,0.15241066753197,0.34080061309760495,0.09000206017059938,0.20125072465648652,0.009261716825757618,0.020709828410747606,0.14726147430328604,0.3292866670089861,0.10566729958983027,0.23627926488169612,0.08404409730035993,0.18792831467121132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Te3As2_12,0.2089108568071191,0.3959207884833787,0.2089108568071191,0.3959207884833787,0.2059762444552577,0.3971805184158116,0.20134845743799695,0.38825683475755923,0.13445965198392826,0.2592762792730055,0.026675664374525114,0.05143823373117936,7.639855252428851e-05,0.00014731804037919469,2.89906947601683e-05,5.590226778107606e-05,0.19096805397755984,0.38193610795511973,0.0027025778441855013,0.005405155688371003,0.023708302685832468,0.047416605371664935,0.09372342956749342,0.18744685913498688,0.0030557015671824187,0.0061114031343648375,0.0013134415869508766,0.0026268831739017532,0.0018076302456821504,0.0036152604913643007,0.002665654082100574,0.005331308164201148,0.001918791369329375,0.00383758273865875,0.0016930563112694224,0.0033861126225388453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
